artist,song,H_or_N,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Foster The People,Pumped Up Kicks,N,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,audio_features,4wCmqSrbyCgxEXROQE6vtV,spotify:track:4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV,244973.0,4.0
Drake,Headlines,N,spotify:track:6LxSe8YmdPxy095Ux6znaQ,0.608,0.86,5.0,-5.324,0.0,0.0554,0.0991,0.0,0.262,0.437,127.075,audio_features,1NpW5kyvO4XrNJ3rnfcNy3,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/audio-analysis/1NpW5kyvO4XrNJ3rnfcNy3,232947.0,4.0
Jessie J,Price Tag,N,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,0.726,0.787,4.0,-2.494,1.0,0.0737,0.009,0.0,0.0596,0.888,124.99,audio_features,4cluDES4hQEUhmXj6TXkSo,spotify:track:4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/tracks/4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/audio-analysis/4cluDES4hQEUhmXj6TXkSo,199987.0,4.0
Jason Aldean,Dirt Road Anthem,N,spotify:track:5ZVGvay4xwgXMnQWffNYeU,0.428,0.626,4.0,-6.639,0.0,0.0339,0.222,8.22e-05,0.277,0.379,86.02,audio_features,487OPlneJNni3NWC8SYqhW,spotify:track:487OPlneJNni3NWC8SYqhW,https://api.spotify.com/v1/tracks/487OPlneJNni3NWC8SYqhW,https://api.spotify.com/v1/audio-analysis/487OPlneJNni3NWC8SYqhW,285400.0,4.0
Wiz Khalifa,Roll Up,N,spotify:track:53DB6LJV9B8sz0p1s6tlGS,0.753,0.729,11.0,-3.862,0.0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,audio_features,3pYDZTJM2tVBUhIRifWVzI,spotify:track:3pYDZTJM2tVBUhIRifWVzI,https://api.spotify.com/v1/tracks/3pYDZTJM2tVBUhIRifWVzI,https://api.spotify.com/v1/audio-analysis/3pYDZTJM2tVBUhIRifWVzI,219973.0,4.0
OneRepublic,Good Life,N,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,0.56,0.872,3.0,-4.269,1.0,0.14,0.0239,6.98e-06,0.371,0.682,126.05,audio_features,1kPpge9JDLpcj15qgrPbYX,spotify:track:1kPpge9JDLpcj15qgrPbYX,https://api.spotify.com/v1/tracks/1kPpge9JDLpcj15qgrPbYX,https://api.spotify.com/v1/audio-analysis/1kPpge9JDLpcj15qgrPbYX,205933.0,4.0
Bad Meets Evil,Lighters,N,spotify:track:5zpDHEU12zATwLGvozxPw2,0.596,0.952,7.0,-4.364,1.0,0.0873,0.00131,0.0,0.598,0.571,127.945,audio_features,7B1Dl3tXqySkB8OPEwVvSu,spotify:track:7B1Dl3tXqySkB8OPEwVvSu,https://api.spotify.com/v1/tracks/7B1Dl3tXqySkB8OPEwVvSu,https://api.spotify.com/v1/audio-analysis/7B1Dl3tXqySkB8OPEwVvSu,234360.0,4.0
Bruno Mars,The Lazy Song,N,spotify:track:1ExfPZEiahqhLyajhybFeS,0.63,0.44,2.0,-7.186,1.0,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,audio_features,1U0bhf79qQt8ozR25aXMtH,spotify:track:1U0bhf79qQt8ozR25aXMtH,https://api.spotify.com/v1/tracks/1U0bhf79qQt8ozR25aXMtH,https://api.spotify.com/v1/audio-analysis/1U0bhf79qQt8ozR25aXMtH,283707.0,4.0
Lupe Fiasco,The Show Goes On,N,spotify:track:4NTWZqvfQTlOMitlVn6tew,0.703,0.731,8.0,-6.283,0.0,0.0311,0.0721,0.00191,0.138,0.719,120.028,audio_features,11ozIUBoXAgRTVWelDn4pL,spotify:track:11ozIUBoXAgRTVWelDn4pL,https://api.spotify.com/v1/tracks/11ozIUBoXAgRTVWelDn4pL,https://api.spotify.com/v1/audio-analysis/11ozIUBoXAgRTVWelDn4pL,244267.0,4.0
James Morrison,I Won't Let You Go,N,spotify:track:2TUzU4IkfH8kcvY2MUlsd2,0.765,0.837,1.0,-3.113,0.0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,audio_features,0KAiuUOrLTIkzkpfpn9jb9,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/tracks/0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/audio-analysis/0KAiuUOrLTIkzkpfpn9jb9,195973.0,4.0
Jason Derulo,It Girl,N,spotify:track:4fINc8dnfcz7AdhFYVA4i7,0.729,0.735,1.0,-5.455,1.0,0.0919,0.0178,0.000193,0.089,0.544,121.986,audio_features,1DunhgeZSEgWiIYbHqXl0c,spotify:track:1DunhgeZSEgWiIYbHqXl0c,https://api.spotify.com/v1/tracks/1DunhgeZSEgWiIYbHqXl0c,https://api.spotify.com/v1/audio-analysis/1DunhgeZSEgWiIYbHqXl0c,255867.0,4.0
Adele,Someone Like You,N,spotify:track:0hFI0GZOZ6fgWHzH4k1CqT,0.42,0.69,9.0,-6.221,0.0,0.0347,0.00385,0.015,0.287,0.237,85.014,audio_features,4HXOBjwv2RnLpGG4xWOO6N,spotify:track:4HXOBjwv2RnLpGG4xWOO6N,https://api.spotify.com/v1/tracks/4HXOBjwv2RnLpGG4xWOO6N,https://api.spotify.com/v1/audio-analysis/4HXOBjwv2RnLpGG4xWOO6N,239216.0,4.0
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,N,spotify:track:0PgNhIg5n0UAOBVn43b8b6,0.663,0.857,2.0,-2.16,1.0,0.0544,0.0542,0.0,0.144,0.931,126.039,audio_features,6Vh03bkEfXqekWp7Y1UBRb,spotify:track:6Vh03bkEfXqekWp7Y1UBRb,https://api.spotify.com/v1/tracks/6Vh03bkEfXqekWp7Y1UBRb,https://api.spotify.com/v1/audio-analysis/6Vh03bkEfXqekWp7Y1UBRb,200213.0,4.0
Keri Hilson,Pretty Girl Rock,N,spotify:track:2Adn2LNgkHMH5TelQVAu4n,0.716,0.838,10.0,-4.289,1.0,0.0513,0.134,0.0,0.148,0.646,130.034,audio_features,3bfqkspKABT4pPicm6wC9F,spotify:track:3bfqkspKABT4pPicm6wC9F,https://api.spotify.com/v1/tracks/3bfqkspKABT4pPicm6wC9F,https://api.spotify.com/v1/audio-analysis/3bfqkspKABT4pPicm6wC9F,222213.0,4.0
P!nk,F**kin' Perfect,N,spotify:track:3ueoTboomKEQpI3r9z47Kg,0.531,0.843,9.0,-2.569,0.0,0.0429,0.0909,0.0,0.0283,0.392,136.991,audio_features,0vFMQi8ZnOM2y8cuReZTZ2,spotify:track:0vFMQi8ZnOM2y8cuReZTZ2,https://api.spotify.com/v1/tracks/0vFMQi8ZnOM2y8cuReZTZ2,https://api.spotify.com/v1/audio-analysis/0vFMQi8ZnOM2y8cuReZTZ2,240133.0,4.0
Blake Shelton,Honey Bee,N,spotify:track:3DwExiXNqS3ygYaXFVGOwr,0.615,0.658,5.0,-7.299,1.0,0.0343,0.096,0.000911,0.205,0.293,150.093,audio_features,3n69hLUdIsSa1WlRmjMZlW,spotify:track:3n69hLUdIsSa1WlRmjMZlW,https://api.spotify.com/v1/tracks/3n69hLUdIsSa1WlRmjMZlW,https://api.spotify.com/v1/audio-analysis/3n69hLUdIsSa1WlRmjMZlW,227080.0,4.0
Lady Gaga,The Edge Of Glory,N,spotify:track:0JNdS1n0ifOP25XvhwAMgM,0.602,0.691,7.0,-5.197,0.0,0.051,0.0548,0.0,0.144,0.206,127.967,audio_features,18VfHIPaCo0s6FTi1Fnp6T,spotify:track:18VfHIPaCo0s6FTi1Fnp6T,https://api.spotify.com/v1/tracks/18VfHIPaCo0s6FTi1Fnp6T,https://api.spotify.com/v1/audio-analysis/18VfHIPaCo0s6FTi1Fnp6T,222307.0,4.0
Lady A,Just A Kiss,N,spotify:track:2OXidlnDThZR3zf36k6DVL,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,audio_features,6D60klaHqbCl9ySc8VcRss,spotify:track:6D60klaHqbCl9ySc8VcRss,https://api.spotify.com/v1/tracks/6D60klaHqbCl9ySc8VcRss,https://api.spotify.com/v1/audio-analysis/6D60klaHqbCl9ySc8VcRss,221947.0,4.0
Hot Chelle Rae,Tonight Tonight,N,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,0.766,0.442,1.0,-8.558,1.0,0.356,0.000107,6.12e-05,0.111,0.39,201.8,audio_features,4Kz4RdRCceaA9VgTqBhBfa,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,https://api.spotify.com/v1/tracks/4Kz4RdRCceaA9VgTqBhBfa,https://api.spotify.com/v1/audio-analysis/4Kz4RdRCceaA9VgTqBhBfa,181573.0,4.0
Grouplove,Tongue Tied,N,spotify:track:0GO8y8jQk1PkHzS31d699N,0.511,0.681,5.0,-5.103,1.0,0.0359,0.0843,6.73e-06,0.503,0.555,160.035,audio_features,1rUQmXEy41tXwHIKFECNTa,spotify:track:1rUQmXEy41tXwHIKFECNTa,https://api.spotify.com/v1/tracks/1rUQmXEy41tXwHIKFECNTa,https://api.spotify.com/v1/audio-analysis/1rUQmXEy41tXwHIKFECNTa,220933.0,4.0
Coldplay,Every Teardrop Is a Waterfall,N,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,0.738,0.922,7.0,-3.94,1.0,0.0835,0.0034,0.0,0.0986,0.689,116.024,audio_features,05j9ehtmZsj8BL07s9rZ75,spotify:track:05j9ehtmZsj8BL07s9rZ75,https://api.spotify.com/v1/tracks/05j9ehtmZsj8BL07s9rZ75,https://api.spotify.com/v1/audio-analysis/05j9ehtmZsj8BL07s9rZ75,247027.0,4.0
Beyoncé,Best Thing I Never Had,N,spotify:track:3lBRNqXjPp2j3JMTCXDTNO,0.389,0.706,1.0,-6.849,1.0,0.0593,0.0026,0.000182,0.686,0.238,179.911,audio_features,2VvCoqF4p46cvyVbhbDsaJ,spotify:track:2VvCoqF4p46cvyVbhbDsaJ,https://api.spotify.com/v1/tracks/2VvCoqF4p46cvyVbhbDsaJ,https://api.spotify.com/v1/audio-analysis/2VvCoqF4p46cvyVbhbDsaJ,245187.0,4.0
P!nk,Raise Your Glass,N,spotify:track:1gv4xPanImH17bKZ9rOveR,0.373,0.686,0.0,-5.52,1.0,0.034,0.128,1.96e-06,0.383,0.189,93.763,audio_features,3l2S2RkGG4lbh7WqmCV3NB,spotify:track:3l2S2RkGG4lbh7WqmCV3NB,https://api.spotify.com/v1/tracks/3l2S2RkGG4lbh7WqmCV3NB,https://api.spotify.com/v1/audio-analysis/3l2S2RkGG4lbh7WqmCV3NB,289080.0,4.0
Christina Perri,Jar of Hearts,N,spotify:track:0HZhYMZOcUzZKSFwPOti6m,0.658,0.677,5.0,-6.628,1.0,0.0393,0.248,0.0,0.368,0.248,124.91,audio_features,4kte3OcW800TPvOVgrLLj8,spotify:track:4kte3OcW800TPvOVgrLLj8,https://api.spotify.com/v1/tracks/4kte3OcW800TPvOVgrLLj8,https://api.spotify.com/v1/audio-analysis/4kte3OcW800TPvOVgrLLj8,251627.0,4.0
Bruno Mars,Marry You,N,spotify:track:22PMfvdz35fFKYnJyMn077,0.651,0.695,6.0,-3.218,1.0,0.0487,0.23,0.0,0.144,0.569,123.008,audio_features,3sP3c86WFjOzHHnbhhZcLA,spotify:track:3sP3c86WFjOzHHnbhhZcLA,https://api.spotify.com/v1/tracks/3sP3c86WFjOzHHnbhhZcLA,https://api.spotify.com/v1/audio-analysis/3sP3c86WFjOzHHnbhhZcLA,205347.0,4.0
The Band Perry,If I Die Young,N,spotify:track:4u26EevCNXMhlvE1xFBJwX,0.629,0.515,0.0,-10.358,0.0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,audio_features,124NFj84ppZ5pAxTuVQYCQ,spotify:track:124NFj84ppZ5pAxTuVQYCQ,https://api.spotify.com/v1/tracks/124NFj84ppZ5pAxTuVQYCQ,https://api.spotify.com/v1/audio-analysis/124NFj84ppZ5pAxTuVQYCQ,277387.0,4.0
Lil Wayne,How To Love,N,spotify:track:5W7BcYDIaeXnpG3e39T7hJ,0.742,0.878,9.0,-3.127,0.0,0.128,0.000758,8.88e-05,0.286,0.564,114.965,audio_features,3180WDzph4WrS4sLSNcGfa,spotify:track:3180WDzph4WrS4sLSNcGfa,https://api.spotify.com/v1/tracks/3180WDzph4WrS4sLSNcGfa,https://api.spotify.com/v1/audio-analysis/3180WDzph4WrS4sLSNcGfa,221720.0,4.0
Charlene Soraia,Wherever You Will Go,N,spotify:track:0IF7bHzCXCZoKNog5vBC4g,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,audio_features,0RUGuh2uSNFJpGMSsD1F5C,spotify:track:0RUGuh2uSNFJpGMSsD1F5C,https://api.spotify.com/v1/tracks/0RUGuh2uSNFJpGMSsD1F5C,https://api.spotify.com/v1/audio-analysis/0RUGuh2uSNFJpGMSsD1F5C,257720.0,4.0
Christina Perri,A Thousand Years,N,spotify:track:6lanRgr6wXibZr8KgzXxBl,0.694,0.891,9.0,-2.94,1.0,0.0949,0.0562,0.0,0.561,0.563,97.939,audio_features,6E11E0lT5Zy7yb6iT3y8DN,spotify:track:6E11E0lT5Zy7yb6iT3y8DN,https://api.spotify.com/v1/tracks/6E11E0lT5Zy7yb6iT3y8DN,https://api.spotify.com/v1/audio-analysis/6E11E0lT5Zy7yb6iT3y8DN,214573.0,4.0
Rihanna,We Found Love,N,spotify:track:6qn9YLKt13AGvpq9jfO8py,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878,audio_features,2dLLR6qlu5UJ5gk0dKz0h3,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,190185.0,4.0
Carly Rae Jepsen,Call Me Maybe,N,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,0.853,0.599,7.0,-4.756,1.0,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,audio_features,0n4bITAu0Y0nigrz3MFJMb,spotify:track:0n4bITAu0Y0nigrz3MFJMb,https://api.spotify.com/v1/tracks/0n4bITAu0Y0nigrz3MFJMb,https://api.spotify.com/v1/audio-analysis/0n4bITAu0Y0nigrz3MFJMb,263827.0,4.0
fun.,We Are Young (feat. Janelle Monáe),N,spotify:track:7a86XRg84qjasly9f6bPSD,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,audio_features,4G8gkOterJn0Ywt6uhqbhp,spotify:track:4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/audio-analysis/4G8gkOterJn0Ywt6uhqbhp,186813.0,4.0
Sean Paul,She Doesn't Mind,N,spotify:track:1zZIGnXIcDKU8QIUkR20nK,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,0nrRP2bk19rLc0orkWPQk2,spotify:track:0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/tracks/0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/audio-analysis/0nrRP2bk19rLc0orkWPQk2,247427.0,4.0
Pitbull,International Love (feat. Chris Brown),N,spotify:track:62zFEHfAYl5kdHYOivj4BC,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,audio_features,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478.0,4.0
DEV,In The Dark,N,spotify:track:1pbHy9VBpSyZh56xuujZz0,0.781,0.526,6.0,-6.986,0.0,0.293,0.0633,0.0,0.0457,0.665,94.993,audio_features,6CjtS2JZH9RkDz5UVInsa9,spotify:track:6CjtS2JZH9RkDz5UVInsa9,https://api.spotify.com/v1/tracks/6CjtS2JZH9RkDz5UVInsa9,https://api.spotify.com/v1/audio-analysis/6CjtS2JZH9RkDz5UVInsa9,235613.0,4.0
Adele,Skyfall,N,spotify:track:6VObnIkLVruX4UVyxWhlqm,0.854,0.578,6.0,-10.602,0.0,0.0452,0.358,0.0,0.0861,0.845,116.052,audio_features,2jyjdujFPnzqtCr3229yls,spotify:track:2jyjdujFPnzqtCr3229yls,https://api.spotify.com/v1/tracks/2jyjdujFPnzqtCr3229yls,https://api.spotify.com/v1/audio-analysis/2jyjdujFPnzqtCr3229yls,369747.0,4.0
David Guetta,Turn Me On (feat. Nicki Minaj),N,spotify:track:6JOlNkT0QdHeZB0wPbI9IR,0.772,0.685,5.0,-6.849,1.0,0.0696,0.019,8.96e-05,0.131,0.501,130.033,audio_features,2iJuuzV8P9Yz0VSurttIV5,spotify:track:2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/tracks/2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/audio-analysis/2iJuuzV8P9Yz0VSurttIV5,283400.0,4.0
Rihanna,Where Have You Been,N,spotify:track:5WQQIDU3HRaMyPkob8mpFb,0.734,0.809,10.0,-7.264,0.0,0.0839,0.0266,0.0,0.0642,0.254,116.022,audio_features,1QFw2xxyQtgKjlrMCEqsNj,spotify:track:1QFw2xxyQtgKjlrMCEqsNj,https://api.spotify.com/v1/tracks/1QFw2xxyQtgKjlrMCEqsNj,https://api.spotify.com/v1/audio-analysis/1QFw2xxyQtgKjlrMCEqsNj,232147.0,4.0
JAY-Z,Ni**as In Paris,N,spotify:track:1auxYwYrFRqZP7t3s7w4um,0.801,0.985,7.0,-2.69,1.0,0.0647,0.0205,6.86e-06,0.297,0.72,127.99,audio_features,3bu6Gu2lzm9VEoab1za8BM,spotify:track:3bu6Gu2lzm9VEoab1za8BM,https://api.spotify.com/v1/tracks/3bu6Gu2lzm9VEoab1za8BM,https://api.spotify.com/v1/audio-analysis/3bu6Gu2lzm9VEoab1za8BM,166933.0,4.0
Maroon 5,One More Night,N,spotify:track:4XNrMwGx1SqP01sqkGTDmo,0.772,0.65,6.0,-5.202,0.0,0.0306,0.107,1.13e-06,0.0905,0.262,125.082,audio_features,36pLU2ywVeBKEF0rrKtmCB,spotify:track:36pLU2ywVeBKEF0rrKtmCB,https://api.spotify.com/v1/tracks/36pLU2ywVeBKEF0rrKtmCB,https://api.spotify.com/v1/audio-analysis/36pLU2ywVeBKEF0rrKtmCB,222200.0,4.0
Skrillex,Bangarang (feat. Sirah),N,spotify:track:6VRhkROS2SZHGlp0pxndbJ,0.445,0.537,4.0,-8.532,0.0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,audio_features,3JvKfv6T31zO0ini8iNItO,spotify:track:3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO,244360.0,4.0
The Wanted,Chasing The Sun,N,spotify:track:4b4c0oH7PtrPsI86drzgFs,0.554,0.899,8.0,-4.573,1.0,0.408,0.0521,0.0,0.0568,0.552,171.966,audio_features,00QyLmjxaSEE8qIZQjBXBj,spotify:track:00QyLmjxaSEE8qIZQjBXBj,https://api.spotify.com/v1/tracks/00QyLmjxaSEE8qIZQjBXBj,https://api.spotify.com/v1/audio-analysis/00QyLmjxaSEE8qIZQjBXBj,227893.0,4.0
Flo Rida,Whistle,N,spotify:track:3bC1ahPIYt1btJzSSEyyrF,0.691,0.921,8.0,-1.702,0.0,0.0535,0.174,0.0,0.331,0.802,130.072,audio_features,2QD4C6RRHgRNRAyrfnoeAo,spotify:track:2QD4C6RRHgRNRAyrfnoeAo,https://api.spotify.com/v1/tracks/2QD4C6RRHgRNRAyrfnoeAo,https://api.spotify.com/v1/audio-analysis/2QD4C6RRHgRNRAyrfnoeAo,201000.0,4.0
will.i.am,This Is Love,N,spotify:track:7IohFKIwrb75c4XaqX7WWo,0.673,0.758,7.0,-3.632,1.0,0.158,0.039,0.0,0.341,0.542,135.956,audio_features,0Hf4aIJpsN4Os2f0y0VqWl,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,https://api.spotify.com/v1/tracks/0Hf4aIJpsN4Os2f0y0VqWl,https://api.spotify.com/v1/audio-analysis/0Hf4aIJpsN4Os2f0y0VqWl,229507.0,4.0
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],N,spotify:track:1HfPcQ3c2HyGeID3u1lmCa,0.797,0.608,6.0,-6.096,0.0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,audio_features,01TuObJVd7owWchVRuQbQw,spotify:track:01TuObJVd7owWchVRuQbQw,https://api.spotify.com/v1/tracks/01TuObJVd7owWchVRuQbQw,https://api.spotify.com/v1/audio-analysis/01TuObJVd7owWchVRuQbQw,279507.0,4.0
Nicki Minaj,Pound The Alarm,N,spotify:track:0LohatbcUXRauoeMlR1jnS,0.669,0.634,11.0,-6.476,1.0,0.0327,0.0125,0.0,0.0946,0.496,124.906,audio_features,2XHzzp1j4IfTNp1FTn7YFg,spotify:track:2XHzzp1j4IfTNp1FTn7YFg,https://api.spotify.com/v1/tracks/2XHzzp1j4IfTNp1FTn7YFg,https://api.spotify.com/v1/audio-analysis/2XHzzp1j4IfTNp1FTn7YFg,255053.0,4.0
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,N,spotify:track:6REbwUNlppTfcnV4d4ZoZi,0.572,0.88,2.0,-8.085,1.0,0.444,0.0645,0.0,0.697,0.568,145.935,audio_features,4FQDZwcvvXpqpPMquZ6qTV,spotify:track:4FQDZwcvvXpqpPMquZ6qTV,https://api.spotify.com/v1/tracks/4FQDZwcvvXpqpPMquZ6qTV,https://api.spotify.com/v1/audio-analysis/4FQDZwcvvXpqpPMquZ6qTV,299630.0,4.0
MARINA,Primadonna,N,spotify:track:4sOX1nhpKwFWPvoMMExi3q,0.595,0.914,1.0,-5.351,1.0,0.0363,0.00137,0.445,0.0714,0.0381,128.019,audio_features,4g6m1iaAsgdgDqgxGtvY0C,spotify:track:4g6m1iaAsgdgDqgxGtvY0C,https://api.spotify.com/v1/tracks/4g6m1iaAsgdgDqgxGtvY0C,https://api.spotify.com/v1/audio-analysis/4g6m1iaAsgdgDqgxGtvY0C,176118.0,4.0
Kanye West,Mercy,N,spotify:track:4qikXelSRKvoCqFcHLB2H2,0.76,0.652,6.0,-7.321,1.0,0.232,0.0348,0.0,0.307,0.759,100.315,audio_features,6g6A7qNhTfUgOSH7ROOxTD,spotify:track:6g6A7qNhTfUgOSH7ROOxTD,https://api.spotify.com/v1/tracks/6g6A7qNhTfUgOSH7ROOxTD,https://api.spotify.com/v1/audio-analysis/6g6A7qNhTfUgOSH7ROOxTD,177685.0,4.0
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,N,spotify:track:7uHw9gnuf6Fq8nKYFg4p1E,0.495,0.894,2.0,-4.814,0.0,0.0441,0.00453,0.000596,0.103,0.213,126.03,audio_features,5VSCgNlSmTV2Yq5lB40Eaw,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,https://api.spotify.com/v1/tracks/5VSCgNlSmTV2Yq5lB40Eaw,https://api.spotify.com/v1/audio-analysis/5VSCgNlSmTV2Yq5lB40Eaw,239894.0,4.0
LMFAO,Sexy And I Know It,N,spotify:track:0obBFrPYkSoBJbvHfUIhkv,0.629,0.824,9.0,-6.53,1.0,0.159,0.155,0.000628,0.0651,0.852,128.01,audio_features,3KliPMvk1EvFZu9cvkj8p1,spotify:track:3KliPMvk1EvFZu9cvkj8p1,https://api.spotify.com/v1/tracks/3KliPMvk1EvFZu9cvkj8p1,https://api.spotify.com/v1/audio-analysis/3KliPMvk1EvFZu9cvkj8p1,247960.0,4.0
PSY,Gangnam Style (강남스타일),N,spotify:track:03UrZgTINDqvnUMbbIMhql,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400.0,4.0
Kesha,Die Young,N,spotify:track:7EQGXaVSyEDsCWKmUcfpLk,0.485,0.724,9.0,-4.633,0.0,0.0521,0.0736,0.0,0.0631,0.433,128.045,audio_features,5jyUBKpmaH670zrXrE0wmO,spotify:track:5jyUBKpmaH670zrXrE0wmO,https://api.spotify.com/v1/tracks/5jyUBKpmaH670zrXrE0wmO,https://api.spotify.com/v1/audio-analysis/5jyUBKpmaH670zrXrE0wmO,221273.0,4.0
Usher,Scream,N,spotify:track:12eMQUn2GzfsfsQLH53M19,0.655,0.819,0.0,-4.852,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,audio_features,6Z8R6UsFuGXGtiIxiD8ISb,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/tracks/6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/audio-analysis/6Z8R6UsFuGXGtiIxiD8ISb,192790.0,5.0
Olly Murs,Troublemaker (feat. Flo Rida),N,spotify:track:6s8nHXTJVqFjXE4yVZPDHR,0.504,0.785,8.0,-4.802,1.0,0.104,0.0738,0.0,0.239,0.502,173.968,audio_features,1V6gIisPpYqgFeWbMLI0bA,spotify:track:1V6gIisPpYqgFeWbMLI0bA,https://api.spotify.com/v1/tracks/1V6gIisPpYqgFeWbMLI0bA,https://api.spotify.com/v1/audio-analysis/1V6gIisPpYqgFeWbMLI0bA,210840.0,4.0
Linkin Park,BURN IT DOWN,N,spotify:track:7oVEtyuv9NBmnytsCIsY5I,0.371,0.811,4.0,-7.591,0.0,0.0577,0.175,0.00012,0.722,0.533,91.691,audio_features,1VUcb7Ik5bYw0SzXBH9rLr,spotify:track:1VUcb7Ik5bYw0SzXBH9rLr,https://api.spotify.com/v1/tracks/1VUcb7Ik5bYw0SzXBH9rLr,https://api.spotify.com/v1/audio-analysis/1VUcb7Ik5bYw0SzXBH9rLr,183680.0,4.0
Bruno Mars,Locked out of Heaven,N,spotify:track:3w3y8KPTfNeOKPiqUTakBh,0.601,0.843,0.0,-4.87,1.0,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,audio_features,6QFCMUUq1T2Vf5sFUXcuQ7,spotify:track:6QFCMUUq1T2Vf5sFUXcuQ7,https://api.spotify.com/v1/tracks/6QFCMUUq1T2Vf5sFUXcuQ7,https://api.spotify.com/v1/audio-analysis/6QFCMUUq1T2Vf5sFUXcuQ7,227987.0,4.0
Avicii,Levels - Radio Edit,N,spotify:track:5UqCQaDshqbIk3pkhy4Pjg,0.781,0.853,1.0,-3.68,0.0,0.0715,0.0525,0.0,0.12,0.624,110.049,audio_features,48RrDBpOSSl1aLVCalGl5C,spotify:track:48RrDBpOSSl1aLVCalGl5C,https://api.spotify.com/v1/tracks/48RrDBpOSSl1aLVCalGl5C,https://api.spotify.com/v1/audio-analysis/48RrDBpOSSl1aLVCalGl5C,250189.0,4.0
